model,method,method_key,round,total_labels,labeled_count,accuracy,f1_macro,fn_rate_malignant,unsafe_auto_accepts
resnet50,VAAL,baseline_vaal,11,4062,4552,0.8440944881889764,0.7137071057754973,0.2893982808022922,683
resnet50,VAAL,baseline_vaal,12,4217,4707,0.8461942257217848,0.7319641066880787,0.2750716332378223,682
resnet50,VAAL,baseline_vaal,13,4373,4863,0.8493438320209974,0.7053427076514546,0.2578796561604584,648
resnet50,VAAL,baseline_vaal,14,4526,5016,0.8514435695538057,0.7275478828333607,0.2607449856733524,609
resnet50,VAAL,baseline_vaal,15,4678,5168,0.8446194225721785,0.7176723182048264,0.3065902578796561,572
resnet50,Dual-metric (ours),entropy_dual_metric,1,810,1300,0.5779527559055118,0.331843754901885,0.3237822349570201,1099
resnet50,Dual-metric (ours),entropy_dual_metric,2,1394,1884,0.7490813648293964,0.5476554518425756,0.329512893982808,867
resnet50,Dual-metric (ours),entropy_dual_metric,3,1795,2285,0.7984251968503937,0.6161856347161689,0.318051575931232,692
resnet50,Dual-metric (ours),entropy_dual_metric,4,2323,2813,0.8283464566929134,0.6820800993085528,0.3409742120343839,511
resnet50,Dual-metric (ours),entropy_dual_metric,5,2740,3230,0.8409448818897638,0.6840702583082316,0.335243553008596,387
resnet50,Dual-metric (ours),entropy_dual_metric,6,3105,3595,0.8619422572178478,0.7416967206099522,0.3094555873925501,294
resnet50,Dual-metric (ours),entropy_dual_metric,7,3377,3867,0.8692913385826772,0.7766308564686052,0.2808022922636103,230
resnet50,Dual-metric (ours),entropy_dual_metric,8,3586,4076,0.863517060367454,0.7575790138409141,0.3438395415472779,190
resnet50,Dual-metric (ours),entropy_dual_metric,9,3755,4245,0.8766404199475065,0.7838034613717415,0.2492836676217765,158
resnet50,Dual-metric (ours),entropy_dual_metric,10,3910,4400,0.8824146981627297,0.789460713256311,0.2578796561604584,135
resnet50,Dual-metric (ours),entropy_dual_metric,11,4062,4552,0.8850393700787401,0.7845726302673419,0.2406876790830945,112
resnet50,Dual-metric (ours),entropy_dual_metric,12,4217,4707,0.8881889763779528,0.8021708246271422,0.2664756446991404,87
resnet50,Dual-metric (ours),entropy_dual_metric,13,4373,4863,0.8881889763779528,0.7958073281318166,0.2349570200573066,72
resnet50,Dual-metric (ours),entropy_dual_metric,14,4526,5016,0.8944881889763779,0.8005313133063657,0.2292263610315186,61
resnet50,Dual-metric (ours),entropy_dual_metric,15,4678,5168,0.8986876640419947,0.8103664162570544,0.2206303724928366,50
resnet50,Uncertainty-only,entropy_uncertainty_only,1,585,1075,0.5779527559055118,0.331843754901885,0.3237822349570201,1282
resnet50,Uncertainty-only,entropy_uncertainty_only,2,1014,1504,0.7480314960629921,0.5266834530446219,0.3065902578796561,1120
resnet50,Uncertainty-only,entropy_uncertainty_only,3,1270,1760,0.7679790026246719,0.5463116756717663,0.329512893982808,1017
resnet50,Uncertainty-only,entropy_uncertainty_only,4,1630,2120,0.8141732283464567,0.6122858533838313,0.3094555873925501,898
resnet50,Uncertainty-only,entropy_uncertainty_only,5,2143,2633,0.8278215223097113,0.6658051398795026,0.332378223495702,754
resnet50,Uncertainty-only,entropy_uncertainty_only,6,2571,3061,0.8451443569553806,0.7225875046663025,0.3209169054441261,646
resnet50,Uncertainty-only,entropy_uncertainty_only,7,2916,3406,0.8598425196850393,0.7478609243658326,0.3008595988538682,556
resnet50,Uncertainty-only,entropy_uncertainty_only,8,3163,3653,0.8619422572178478,0.7472102366799217,0.3151862464183381,483
resnet50,Uncertainty-only,entropy_uncertainty_only,9,3349,3839,0.883989501312336,0.7836184682189671,0.2320916905444126,451
resnet50,Uncertainty-only,entropy_uncertainty_only,10,3534,4024,0.8740157480314961,0.7481806273324391,0.2722063037249284,420
resnet50,Uncertainty-only,entropy_uncertainty_only,11,3684,4174,0.8866141732283465,0.801917238306172,0.2464183381088825,391
resnet50,Uncertainty-only,entropy_uncertainty_only,12,3834,4324,0.8782152230971129,0.7731411458637175,0.2636103151862464,367
resnet50,Uncertainty-only,entropy_uncertainty_only,13,3984,4474,0.8992125984251969,0.7988254894535075,0.2292263610315186,340
resnet50,Uncertainty-only,entropy_uncertainty_only,14,4134,4624,0.8934383202099737,0.8108189813753643,0.2148997134670487,314
resnet50,Uncertainty-only,entropy_uncertainty_only,15,4284,4774,0.8934383202099737,0.7960523129162121,0.2406876790830945,288
